telescope |An optical instrument used in viewing distant objects, as the heavenly bodies. Note: A telescope assists the eye chiefly in two ways; first, by enlarging the visual angle under which a distant object is seen, and thus magnifying that object; and, secondly, by collecting, and conveying to the eye, a larger beam of light than would enter the naked organ, thus rendering objects distinct and visible which would otherwise be indistinct and or invisible. Its essential parts are the object glass, or concave mirror, which collects the beam of light, and forms an image of the object, and the eyeglass, which is a microscope, by which the image is magnified. Achromatic telescope. See under Achromatic. -- Aplanatic telescope, a telescope having an aplanatic eyepiece. -- Astronomical telescope, a telescope which has a simple eyepiece so constructed or used as not to reverse the image formed by the object glass, and consequently exhibits objects inverted, which is not a hindrance in astronomical observations. -- Cassegrainian telescope, a reflecting telescope invented by Cassegrain, which differs from the Gregorian only in having the secondary speculum convex instead of concave, and placed nearer the large speculum. The Cassegrainian represents objects inverted; the Gregorian, in their natural position. The Melbourne telescope (see Illust. under Reflecting telescope, below) is a Cassegrainian telescope. -- Dialytic telescope. See under Dialytic. Equatorial telescope. See the Note under Equatorial. -- Galilean telescope, a refracting telescope in which the eyeglass is a concave instead of a convex lens, as in the common opera glass. This was the construction originally adopted by Galileo, the inventor of the instrument. It exhibits the objects erect, that is, in their natural positions. -- Gregorian telescope, a form of reflecting telescope. See under Gregorian. -- Herschelian telescope, a reflecting telescope of the form invented by Sir William Herschel, in which only one speculum is employed, by means of which an image of the object is formed near one side of the open end of the tube, and to this the eyeglass is applied directly. -- Newtonian telescope, a form of reflecting telescope. See under Newtonian. -- Photographic telescope, a telescope specially constructed to make photographs of the heavenly bodies. -- Prism telescope. See Teinoscope. -- Reflecting telescope, a telescope in which the image is formed by a speculum or mirror (or usually by two speculums, a large one at the lower end of the telescope, and the smaller one near the open end) instead of an object glass. See Gregorian, Cassegrainian, Herschelian, and Newtonian, telescopes, above. -- Refracting telescope, a telescope in which the image is formed by refraction through an object glass. -- Telescope carp (Zoöl.), the telescope fish. -- Telescope fish (Zoöl.), a monstrous variety of the goldfish having very protuberant eyes. -- Telescope fly (Zoöl.), any two-winged fly of the genus Diopsis, native of Africa and Asia. The telescope flies are remarkable for having the eyes raised on very long stalks. -- Telescope shell (Zoöl.), an elongated gastropod (Cerithium telescopium) having numerous flattened whorls. -- Telescope sight (Firearms), a slender telescope attached to the barrel, having cross wires in the eyepiece and used as a sight. -- Terrestrial telescope, a telescope whose eyepiece has one or two lenses more than the astronomical, for the purpose of inverting the image, and exhibiting objects erect.\n\nTo slide or pass one within another, after the manner of the sections of a small telescope or spyglass; to come into collision, as railway cars, in such a manner that one runs into another. [Recent]\n\nTo cause to come into collision, so as to telescope. [Recent]
telescope bag |An adjustable traveling bag consisting of two cases, the larger slipping over the other.
telescopic |1. Of or pertaining to a telescope; performed by a telescope. 2. Seen or discoverable only by a telescope; as, telescopic stars. 3. Able to discern objects at a distance; farseeing; far-reaching; as, a telescopic eye; telescopic vision. 4. Having the power of extension by joints sliding one within another, like the tube of a small telescope or a spyglass; especially (Mach.), constructed of concentric tubes, either stationary, as in the telescopic boiler, or movable, as in the telescopic chimney of a war vessel, which may be put out of sight by being lowered endwise.
telescopic sight |A sight consisting of a small telescope, as on a compass or rifle.
telescopical |1. Of or pertaining to a telescope; performed by a telescope. 2. Seen or discoverable only by a telescope; as, telescopic stars. 3. Able to discern objects at a distance; farseeing; far-reaching; as, a telescopic eye; telescopic vision. 4. Having the power of extension by joints sliding one within another, like the tube of a small telescope or a spyglass; especially (Mach.), constructed of concentric tubes, either stationary, as in the telescopic boiler, or movable, as in the telescopic chimney of a war vessel, which may be put out of sight by being lowered endwise.
telescopically |In a telescopical manner; by or with the telescope.
telescopist |One who uses a telescope. R. A. Proctor.
telescopy |The art or practice of using or making telescopes.
teleseism |A seismic movement or shock far from the  recording instrument. -- Tel`e*seis\"mic (#), a.
teleseme |A system of apparatus for electric signals providing for automatic transmission of a definite number of different signals or calls, as in connection with hotel annunciators.
telesm |A kind of amulet or magical charm. [Obs.] J. Gregory.
telesmatic |Of or pertaining to telesms; magical. J. Gregory.
telesmatical |Of or pertaining to telesms; magical. J. Gregory.
telespectroscope |A spectroscope arranged to be attached to a telescope for observation of distant objects, as the sun or stars. Lockyer.
telestereograph |An instrument for telegraphically reproducing a photograph. -- Tel`e*ste`re*og\"ra*phy (#), n.
telestereoscope |A stereoscope adapted to view distant natural objects or landscapes; a telescopic stereoscope.
telestic |Tending or relating to a purpose or an end. [R.] Cudworth.
telestich |A poem in which the final letters of the lines, taken consequently, make a name. Cf. Acrostic.
telethermograph |(a) A record of fluctuations of temperature made automatically at a distant station. (b) An instrument, usually electrical, making such records.
telethermometer |An apparatus for determining the temperature of a distant point, as by a thermoelectric circuit or otherwise.
teleutospore |The thick-celled winter or resting spore of the rusts (order Uredinales), produced in late summer. See Illust. of Uredospore.
telford |Designating, or pert. to, a road pavement having a surface of small stone rolled hard and smooth, distinguished from macadam road by its firm foundation of large stones with fragments of stone wedged tightly, in the interstices; as, telford pavement, road, etc.
telfordize |To furnish (a road) with a telford pavement.
telharmonic |Of or pertaining to telharmonium.
telharmonium |An instrument for producing music (Tel*har\"mo*ny []), at a distant point or points by means of alternating currents of electricity controlled by an operator who plays on a keyboard. The music is produced by a receiving instrument similar or analogous to the telephone, but not held to the ear. The pitch corresponds with frequency of alternation of current.
telharmony |An instrument for producing music (Tel*har\"mo*ny []), at a distant point or points by means of alternating currents of electricity controlled by an operator who plays on a keyboard. The music is produced by a receiving instrument similar or analogous to the telephone, but not held to the ear. The pitch corresponds with frequency of alternation of current.
telic |Denoting the final end or purpose, as distinguished from ecbatic. See Ecbatic. Gibbs.
tell |1. To mention one by one, or piece by piece; to recount; to enumerate; to reckon; to number; to count; as, to tell money. \"An heap of coin he told.\" Spenser. He telleth the number of the stars. Ps. cxlvii. 4. Tell the joints of the body. Jer. Taylor. 2. To utter or recite in detail; to give an account of; to narrate. Of which I shall tell all the array. Chaucer. And not a man appears to tell their fate. Pope. 3. To make known; to publish; to disclose; to divulge. Why didst thou not tell me that she was thy wife Gen. xii. 18. 4. To give instruction to; to make report to; to acquaint; to teach; to inform. A secret pilgrimage, That you to-day promised to tell me of Shak. 5. To order; to request; to command. He told her not to be frightened. Dickens. 6. To discern so as to report; to ascertain by observing; to find out; to discover; as, I can not tell where one color ends and the other begins. 7. To make account of; to regard; to reckon; to value; to estimate. [Obs.] I ne told no dainity of her love. Chaucer. Note: Tell, though equivalent in some respect to speak and say, has not always the same application. We say, to tell truth or falsehood, to tell a number, to tell the reasons, to tell something or nothing; but we never say, to tell a speech, discourse, or oration, or to tell an argument or a lesson. It is much used in commands; as, tell me the whole story; tell me all you know. To tell off, to count; to divide. Sir W. Scott. Syn. -- To communicate; impart; reveal; disclose; inform; acquaint; report; repeat; rehearse; recite.\n\n1. To give an account; to make report. That I may publish with the voice of thankgiving, and tell of all thy wondrous works. Ps. xxvi. 7. 2. To take effect; to produce a marked effect; as, every shot tells; every expression tells. To tell of. (a) To speak of; to mention; to narrate or describe. (b) To inform against; to disclose some fault of. -- To tell on, to inform against. [Archaic & Colloq.] Lest they should tell on us, saying, So did David. 1 Sam. xxvii. 11.\n\nThat which is told; tale; account. [R.] I am at the end of my tell. Walpole.\n\nA hill or mound. W. M. Thomson.
tellable |Capable of being told.
tellen |Any species of Tellina.
teller |1. One who tells, relates, or communicates; an informer, narrator, or describer. 2. One of four officers of the English Exchequer, formerly appointed to receive moneys due to the king and to pay moneys payable by the king. Cowell. 3. An officer of a bank who receives and counts over money paid in, and pays money out on checks. 4. One who is appointed to count the votes given in a legislative body, public meeting, assembly, etc.
tellership |The office or employment of a teller.
tellina |A genus of marine bivalve mollusks having thin, delicate, and often handsomely colored shells.
telling |Operating with great effect; effective; as, a telling speech. -- Tell\"ing*ly, adv.
telltale |Telling tales; babbling. \"The telltale heart.\" Poe.\n\n1. One who officiously communicates information of the private concerns of others; one who tells that which prudence should suppress. 2. (Mus.)  A movable piece of ivory, lead, or other material, connected with the bellows of an organ, that gives notice, by its position, when the wind is exhausted. 3. (Naut.) (a) A mechanical attachment to the steering wheel, which, in the absence of a tiller, shows the position of the helm. (b) A compass in the cabin of a vessel, usually placed where the captain can see it at all hours, and thus inform himself of the vessel's course. 4. (Mach.)  A machine or contrivance for indicating or recording something, particularly for keeping a check upon employees, as factory hands, watchmen, drivers, check takers, and the like, by revealing to their employers what they have done or omitted. 5. (Zoöl.)  The tattler. See Tattler.
tellural |Of or pertaining to the earth. [R.]
tellurate |A salt of telluric acid.
telluret |A telluride. [Obsoles.]
tellureted |Combined or impregnated with tellurium; tellurized. [Written also telluretted.] [Obsoles.] Tellureted hydrogen (Chem.), hydrogen telluride, H2Te, a gaseous substance analogous to hydrogen sulphide; -- called also tellurhydric acid.
tellurhydric |Of, pertaining to, or designating, hydrogen telluride, which is regarded as an acid, especially when in solution.
tellurian |Of or pertaining to the earth. De Quincey.\n\n1. A dweller on the earth. De Quincey. 2. An instrument for showing the operation of the causes which produce the succession of day and night, and the changes of the seasons. [Written also tellurion.]
telluric |1. Of or pertaining to the earth; proceeding from the earth. Amid these hot, telluric flames. Carlyle. 2. (Chem.)  Of or pertaining to tellurium; derived from, or resembling, tellurium; specifically, designating those compounds in which the element has a higher valence as contrasted with tellurous compounds; as, telluric acid, which is analogous to sulphuric acid. Telluric bismuth (Min.), tetradymite. -- Telluric silver (Min.), hessite.
telluride |A compound of tellurium with a more positive element or radical; -- formerly called telluret.
tellurism |An hypothesis of animal magnetism propounded by Dr. Keiser, in Germany, in which the phenomena are ascribed to the agency of a telluric spirit or influence. [R.] S. Thompson.
tellurite |1. (Chem.)  A salt of tellurous acid. 2. (Min.)  Oxide of tellurium. It occurs sparingly in tufts of white or yellowish crystals.
tellurium |A rare nonmetallic element, analogous to sulphur and selenium, occasionally found native as a substance of a silver-white metallic luster, but usually combined with metals, as with gold and silver in the mineral sylvanite, with mercury in Coloradoite, etc. Symbol Te. Atomic weight 125.2. Graphic tellurium. (Min.) See Sylvanite. -- Tellurium glance (Min.), nagyagite; -- called also black tellurium.
tellurize |To impregnate with, or to subject to the action of, tellurium; -- chiefly used adjectively in the past participle; as, tellurized ores.
tellurous |Of or pertaining to tellurium; derived from, or containing, tellurium; specifically, designating those compounds in which the element has a lower valence as contrasted with telluric compounds; as, tellurous acid, which is analogous to sulphurous acid.
telodynamic |Relating to a system for transmitting power to a distance by means of swiftly moving ropes or cables driving grooved pulleys of large diameter.
teloogoo |See Telugu. D. O. Allen.
telotrocha |An annelid larva having telotrochal bands of cilia.
telotrochal |Having both a preoral and a posterior band of cilla; -- applied to the larvæ of certain annelids.
telotrochous |Having both a preoral and a posterior band of cilla; -- applied to the larvæ of certain annelids.
telotype |An electric telegraph which prints the messages in letters and not in signs.
telpher |A contrivance for the conveyance of vehicles or loads by means of electricity. Fleeming Jenkin. Telpher line, or Telpher road, an electric line or road over which vehicles for carrying loads are moved by electric engines actuated by a current conveyed by the line.
telpherage |The conveyance of vehicles or loads by means of electricity. Fleeming Jenkin.
telson |The terminal joint or movable piece at the end of the abdomen of Crustacea and other articulates. See Thoracostraca.
telugu |1. A Darvidian language spoken in the northern parts of the Madras presidency. In extent of use it is the next language after Hindustani (in its various forms) and Bengali. [Spelt also Teloogoo.] 2. One of the people speaking the Telugu language.\n\nOf or pertaining to the Telugu language, or the Telugus.
temblor |An earthquake. [Western U. S.]
temerarious |Unreasonably adventurous; despising danger; rash; headstrong; audacious; reckless; heedless. -- Tem`er*a\"ri*ous*ly, adv. I spake against temerarious judgment. Latimer.
temeration |Temerity. [Obs.] Jer. Taylor.
temerity |Unreasonable contempt of danger; extreme venturesomeness; rashness; as, the temerity of a commander in war. Syn. -- Rashness; precipitancy; heedlessness; venturesomeness. -- Temerity, Rashness. These words are closely allied in sense, but have a slight difference in their use and application. Temerity is Latin, and rashness is Anglo-Saxon. As in many such cases, the Latin term is more select and dignified; the Anglo-Saxon more familiar and energetic. We show temerity in hasty decisions, and the conduct to which they lead. We show rashness in particular actions, as dictated by sudden impulse. It is an exhibition of temerity to approach the verge of a precipice; it is an act of rashness to jump into a river without being able to swim. Temerity, then, is an unreasonable contempt of danger; rashness is a rushing into danger from thoughtlessness or excited feeling. It is notorious temerity to pass sentence upon grounds uncapable of evidence. Barrow. Her rush hand in evil hour Forth reaching to the fruit, she plucked, she eat. Milton.
temerous |Temerarious. [Obs.]
tempean |Of or pertaining to Temple, a valley in Thessaly, celebrated by Greek poets on account of its beautiful scenery; resembling Temple; hence, beautiful; delightful; charming.
temper |1. To mingle in due proportion; to prepare by combining; to modify, as by adding some new element; to qualify, as by an ingredient; hence, to soften; to mollify; to assuage; to soothe; to calm. Puritan austerity was so tempered by Dutch indifference, that mercy itself could not have dictated a milder system. Bancroft. Woman! lovely woman! nature made thee To temper man: we had been brutes without you. Otway. But thy fire Shall be more tempered, and thy hope far higher. Byron. She [the Goddess of Justice] threw darkness and clouds about her, that tempered the light into a thousand beautiful shades and colors. Addison. 2. To fit together; to adjust; to accomodate. Thy sustenance . . . serving to the appetite of the eater, tempered itself to every man's liking. Wisdom xvi. 21. 3. (Metal.)  To bring to a proper degree of hardness; as, to temper iron or steel. The tempered metals clash, and yield a silver sound. Dryden. 4. To govern; to manage. [A Latinism & Obs.] With which the damned ghosts he governeth, And furies rules, and Tartare tempereth. Spenser. 5. To moisten to a proper consistency and stir thoroughly, as clay for making brick, loam for molding, etc. 6. (Mus.)  To adjust, as the mathematical scale to the actual scale, or to that in actual use. Syn. -- To soften; mollify; assuage; soothe; calm.\n\n1. The state of any compound substance which results from the mixture of various ingredients; due mixture of different qualities; just combination; as, the temper of mortar. 2. Constitution of body; temperament; in old writers, the mixture or relative proportion of the four humors, blood, choler, phlegm, and melancholy. The exquisiteness of his [Christ's] bodily temper increased the exquisiteness of his torment. Fuller. 3. Disposition of mind; the constitution of the mind, particularly with regard to the passions and affections; as, a calm temper; a hasty temper; a fretful temper. Remember with what mild And gracious temper he both heared and judged. Milton. The consequents of a certain ethical temper. J. H. Newman. 4. Calmness of mind; moderation; equanimity; composure; as, to keep one's temper. To fall with dignity, with temper rise. Pope. Restore yourselves to your tempers, fathers. B. Jonson. 5. Heat of mind or passion; irritation; proneness to anger; -- in a reproachful sense. [Colloq.] 6. The state of a metal or other substance, especially as to its hardness, produced by some process of heating or cooling; as, the temper of iron or steel. 7. Middle state or course; mean; medium. [R.] The perfect lawgiver is a just temper between the mere man of theory, who can see nothing but general principles, and the mere man of business, who can see nothing but particular circumstances. Macaulay. 8. (Sugar Works)  Milk of lime, or other substance, employed in the process formerly used to clarify sugar. Temper screw, in deep well boring, an adjusting screw connecting the working beam with the rope carrying the tools, for lowering the tools as the drilling progresses. Syn. -- Disposition; temperament; frame; humor; mood. See Disposition.\n\n1. To accord; to agree; to act and think in conformity. [Obs.] Shak. 2. To have or get a proper or desired state or quality; to grow soft and pliable. I have him already tempering between my finger and my thumb, and shortly will I seal with him. Shak.
temper screw |1. A screw link, to which is attached the rope of a rope-drilling apparatus, for feeding and slightly turning the drill jar at each stroke. 2.  A set screw used for adjusting.
tempera |A mode or process of painting; distemper. Note: The term is applied especially to early Italian painting, common vehicles of which were yolk of egg, yolk and white of egg mixed together, the white juice of the fig tree, and the like.
temperable |Capable of being tempered. The fusible, hard, and temperable texture of metals. Emerson.
temperament |1. Internal constitution; state with respect to the relative proportion of different qualities, or constituent parts. The common law . . . has reduced the kingdom to its just state and temperament. Sir M. Hale. 2. Due mixture of qualities; a condition brought about by mutual compromises or concessions. [Obs.] However, I forejudge not any probable expedient, any temperament that can be found in things of this nature, so disputable on their side. Milton. 3. The act of tempering or modifying; adjustment, as of clashing rules, interests, passions, or the like; also, the means by which such adjustment is effected. Wholesome temperaments of the rashness of popular assemblies. Sir J. Mackintosh. 4. Condition with regard to heat or cold; temperature. [Obs.] Bodies are denominated \"hot\" and \"cold\" in proportion to the present temperament of that part of our body to which they are applied. Locke. 5. (Mus.)  A system of compromises in the tuning of organs, pianofortes, and the like, whereby the tones generated with the vibrations of a ground tone are mutually modified and in part canceled, until their number reduced to the actual practicable scale of twelve tones to the octave. This scale, although in so far artificial, is yet closely suggestive of its origin in nature, and this system of tuning, although not mathematically true, yet satisfies the ear, while it has the convenience that the same twelve fixed tones answer for every key or scale, C# becoming identical with D, and so on. 6. (Physiol.)  The peculiar physical and mental character of an individual, in olden times erroneously supposed to be due to individual variation in the relations and proportions of the constituent parts of the body, especially of the fluids, as the bile, blood, lymph, etc. Hence the phrases, bilious or choleric temperament, sanguine temperament, etc., implying a predominance of one of these fluids and a corresponding influence on the temperament. Equal temperament (Mus.), that in which the variations from mathematically true pitch are distributed among all the keys alike. -- Unequal temperament (Mus.), that in which the variations are thrown into the keys least used.
temperamental |Of or pertaining to temperament; constitutional. [R.] Sir T. Browne.
temperance |1. Habitual moderation in regard to the indulgence of the natural appetites and passions; restrained or moderate indulgence; moderation; as, temperance in eating and drinking; temperance in the indulgence of joy or mirth; specifically, moderation, and sometimes abstinence, in respect to using intoxicating liquors. 2. Moderation of passion; patience; calmness; sedateness. [R.] \"A gentleman of all temperance.\" Shak. He calmed his wrath with goodly temperance. Spenser. 3. State with regard to heat or cold; temperature. [Obs.] \"Tender and delicate temperance.\" Shak. Temperance society, an association formed for the purpose of diminishing or stopping the use of alcoholic liquors as a beverage.
temperancy |Temperance.
temperate |1. Moderate; not excessive; as, temperate heat; a temperate climate. 2. Not marked with passion; not violent; cool; calm; as, temperate language. She is not hot, but temperate as the morn. Shak. That sober freedom out of which there springs Our loyal passion for our temperate kings. Tennyson. 3. Moderate in the indulgence of the natural appetites or passions; as, temperate in eating and drinking. Be sober and temperate, and you will be healthy. Franklin. 4. Proceeding from temperance. [R.] The temperate sleeps, and spirits light as air. Pope. Temperate zone (Geog.), that part of the earth which lies between either tropic and the corresponding polar circle; -- so called because the heat is less than in the torrid zone, and the cold less than in the frigid zones. Syn. -- Abstemious; sober; calm; cool; sedate.\n\nTo render temperate; to moderate; to soften; to temper. [Obs.] It inflames temperance, and temperates wrath. Marston.
temperately |In a temperate manner.
temperateness |The quality or state of being temperate; moderateness; temperance.
temperative |Having power to temper. [R.] T. Granger.
temperature |1. Constitution; state; degree of any quality. The best composition and temperature is, to have openness in fame and opinion, secrecy in habit, dissimulation in seasonable use, and a power to feign, if there be no remedy. Bacon. Memory depends upon the consistence and the temperature of the brain. I. Watts. 2. Freedom from passion; moderation. [Obs.] In that proud port, which her so goodly graceth, Most goodly temperature you may descry. Spenser. 3. (Physics)  Condition with respect to heat or cold, especially as indicated by the sensation produced, or by the thermometer or pyrometer; degree of heat or cold; as, the temperature of the air; high temperature; low temperature; temperature of freezing or of boiling. 4. Mixture; compound. [Obs.] Made a temperature of brass and iron together. Holland. Absolute temperature. (Physics) See under Absolute. -- Animal temperature (Physiol.), the nearly constant temperature maintained in the bodies of warm-blooded (homoiothermal) animals during life. The ultimate source of the heat is to be found in the potential energy of the food and the oxygen which is absorbed from the air during respiration. See Homoiothermal. -- Temperature sense (Physiol.), the faculty of perceiving cold and warmth, and so of perceiving differences of temperature in external objects. H. N. Martin.
tempered |Brought to a proper temper; as, tempered steel; having (such) a temper; -- chiefly used in composition; as, a good-tempered or bad- tempered man; a well-tempered sword.
temperer |One who, or that which, tempers; specifically, a machine in which lime, cement, stone, etc., are mixed with water.
tempering |The process of giving the requisite degree of hardness or softness to a substance, as iron and steel; especially, the process of giving to steel the degree of hardness required for various purposes, consisting usually in first plunging the article, when heated to redness, in cold water or other liquid, to give an excess of hardness, and then reheating it gradually until the hardness is reduced or drawn down to the degree required, as indicated by the color produced on a polished portion, or by the burning of oil. Tempering color, the shade of color that indicates the degree of temper in tempering steel, as pale straw yellow for lancets, razors, and tools for metal; dark straw yellow for penknives, screw taps, etc.; brown yellow for axes, chisels, and plane irons; yellow tinged with purple for table knives and shears; purple for swords and watch springs; blue for springs and saws; and very pale blue tinged with green, too soft for steel instruments.
tempest |1. An extensive current of wind, rushing with great velocity and violence, and commonly attended with rain, hail, or snow; a furious storm. [We] caught in a fiery tempest, shall be hurled, Each on his rock transfixed. Milton. 2. Fig.: Any violent tumult or commotion; as, a political tempest; a tempest of war, or of the passions. 3. A fashionable assembly; a drum. See the Note under Drum, n., 4. [Archaic] Smollett. Note: Tempest is sometimes used in the formation of self-explaining compounds; as, tempest-beaten, tempest-loving, tempest-tossed, tempest-winged, and the like. Syn. -- Storm; agitation; perturbation. See Storm.\n\nTo disturb as by a tempest. [Obs.] Part huge of bulk Wallowing unwieldy, enormous in their gait, Tempest the ocean. Milton.\n\nTo storm. [Obs.] B. Jonson.
tempestive |Seasonable; timely; as, tempestive showers. [Obs.] Heywood. -- Tem*pes\"tive*ly, adv. [Obs.]
tempestivily |The quality, or state, of being tempestive; seasonableness. [Obs.] Sir T. Browne.
tempestuous |Of or pertaining to a tempest; involving or resembling a tempest; turbulent; violent; stormy; as, tempestuous weather; a tempestuous night; a tempestuous debate. -- Tem*pes\"tu*ous*ly, adv. -- Tem*pes\"tu*ous*ness, n. They saw the Hebrew leader, Waiting, and clutching his tempestuous beard. Longfellow.
templar |1. One of a religious and military order first established at Jerusalem, in the early part of the 12th century, for the protection of pilgrims and of the Holy Sepulcher. These Knights Templars, or Knights of the Temple, were so named because they occupied an apartment of the palace of Bladwin II. in Jerusalem, near the Temple. Note: The order was first limited in numbers, and its members were bound by vows of chastity and poverty. After the conquest of Palestine by the Saracens, the Templars spread over Europe, and, by reason of their reputation for valor and piety, they were enriched by numerous donations of money and lands. The extravagances and vices of the later Templars, however, finally led to the suppression of the order by the Council of Vienne in 1312. 2. A student of law, so called from having apartments in the Temple at London, the original buildings having belonged to the Knights Templars. See Inner Temple, and Middle Temple, under Temple. [Eng.] 3. One belonged to a certain order or degree among the Freemasons, called Knights Templars. Also, one of an order among temperance men, styled Good Templars.\n\nOf or pertaining to a temple. [R.] Solitary, family, and templar devotion. Coleridge.
template |Same as Templet.
temple |A contrivence used in a loom for keeping the web stretched transversely.\n\n1. (Anat.)  The space, on either side of the head, back of the eye and forehead, above the zygomatic arch and in front of the ear. 2. One of the side bars of a pair of spectacles, jointed to the bows, and passing one on either side of the head to hold the spectacles in place.\n\n1. A place or edifice dedicated to the worship of some deity; as, the temple of Jupiter at Athens, or of Juggernaut in India. \"The temple of mighty Mars.\" Chaucer. 2. (Jewish Antiq.)  The edifice erected at Jerusalem for the worship of Jehovah. Jesus walked in the temple in Solomon's porch. John x. 23. 3. Hence, among Christians, an edifice erected as a place of public worship; a church. Can he whose life is a perpetual insult to the authority of God enter with any pleasure a temple consecrated to devotion and sanctified by prayer Buckminster. 4. Fig.: Any place in which the divine presence specially resides. \"The temple of his body.\" John ii. 21. Know ye not that ye are the temple of God, and that the spirit of God dwelleth in you 1 Cor. iii. 16. The groves were God's first temples. Bryant. Inner Temple, and Middle Temple, two buildings, or ranges of buildings, occupied by two inns of court in London, on the site of a monastic establishment of the Knights Templars, called the Temple.\n\nTo build a temple for; to appropriate a temple to; as, to temple a god. [R.] Feltham.
templed |Supplied with a temple or temples, or with churches; inclosed in a temple. I love thy rocks and rills, Thy woods and templed hills. S. F. Smith.
templet |1. A gauge, pattern, or mold, commonly a thin plate or board, used as a guide to the form of the work to be executed; as, a mason's or a wheelwright's templet. 2. (Arch.)  A short piece of timber, iron, or stone, placed in a wall under a girder or other beam, to distribute the weight or pressure.
tempo |The rate or degree of movement in time. A tempo giusto (joos\"to) Etym: [It.], in exact time; -- sometimes, directing a return to strict time after a tempo rubato. -- Tempo rubato. See under Rubato.
temporal |Of or pertaining to the temple or temples; as, the temporal bone; a temporal artery. Temporal bone, a very complex bone situated in the side of the skull of most mammals and containing the organ of hearing. It consists of an expanded squamosal portion above the ear, corresponding to the squamosal and zygoma of the lower vertebrates, and a thickened basal petrosal and mastoid portion, corresponding to the periotic and tympanic bones of the lower vertebrates.\n\n1. Of or pertaining to time, that is, to the present life, or this world; secular, as distinguished from sacred or eternal. The things which are seen are temporal, but the things which are not seen are eternal. 2 Cor. iv. 18. Is this an hour for temporal affairs Shak. 2. Civil or political, as distinguished from ecclesiastical; as, temporal power; temporal courts. Lords temporal. See under Lord, n. -- Temporal augment. See the Note under Augment, n. Syn. -- Transient; fleeting; transitory.\n\nAnything temporal or secular; a temporality; -- used chiefly in the plural. Dryden. He assigns supremacy to the pope in spirituals, and to the emperor or temporals. Lowell.
temporality |1. The state or quality of being temporary; -- opposed to perpetuity. 2. The laity; temporality. [Obs.] Sir T. More. 3. That which pertains to temporal welfare; material interests; especially, the revenue of an ecclesiastic proceeding from lands, tenements, or lay fees, tithes, and the like; -- chiefly used in the plural. Supreme head, . . . under God, of the spirituality and temporality of the same church. Fuller.
temporally |In a temporal manner; secularly. [R.] South.
temporalness |Worldliness. [R.] Cotgrave.
temporalty |1. The laity; secular people. [Obs.] Abp. Abbot. 2. A secular possession; a temporality.
temporaneous |Temporarity. [Obs.] Hallywell.
temporarily |In a temporary manner; for a time.
temporariness |The quality or state of being temporary; -- opposed to perpetuity.
temporary |Lasting for a time only; existing or continuing for a limited time; not permanent; as, the patient has obtained temporary relief. Temporary government of the city. Motley. Temporary star. (Astron.) See under Star.
temporist |A temporizer. [Obs.] Why, turn a temporist, row with the tide. Marston.
temporization |The act of temporizing. Johnson.
temporize |1. To comply with the time or occasion; to humor, or yield to, the current of opinion or circumstances; also, to trim, as between two parties. They might their grievance inwardly complain, But outwardly they needs must temporize. Daniel. 2. To delay; to procrastinate. [R.] Bacon. 3. To comply; to agree. [Obs.] Shak.
temporizer |One who temporizes; one who yields to the time, or complies with the prevailing opinions, fashions, or occasions; a trimmer. A sort of temporizers, ready to embrace and maintain all that is, or shall be, proposed, in hope of preferment. Burton.
temporizingly |In a temporizing or yielding manner.
temporo- |A combining form used in anatomy to indicate connection with, or relation to, the temple, or temporal bone; as, temporofacial.
temporo-auricular |Of or pertaining to both the temple and the ear; as, the temporo-auricular nerve.
temporofacial |Of or pertaining to both the temple and the face.
temporomalar |Of or pertaining to both the temple and the region of the malar bone; as, the temporomalar nerve.
temporomaxillary |Of or pertaining to both the temple or the temporal bone and the maxilla.
temps |Time. [Obs.] Chaucer.
tempse |See Temse. [Obs. or Prov. Eng.]
tempt |1. To put to trial; to prove; to test; to try. God did tempt Abraham. Gen. xxii. 1. Ye shall not tempt the Lord your God. Deut. vi. 16. 2. To lead, or endeavor to lead, into evil; to entice to what is wrong; to seduce. Every man is tempted when he is drawn away of his own lust, and enticed. James i. 14. 3. To endeavor to persuade; to induce; to invite; to incite; to provoke; to instigate. Tempt not the brave and needy to despair. Dryden. Nor tempt the wrath of heaven's avenging Sire. Pope. 4. To endeavor to accomplish or reach; to attempt. Ere leave be given to tempt the nether skies. Dryden. Syn. -- To entice; allure; attract; decoy; seduce.
temptability |The quality or state of being temptable; lability to temptation.
temptable |Capable of being tempted; liable to be tempted. Cudworth.
temptation |1. The act of tempting, or enticing to evil; seduction. When the devil had ended all the temptation, he departed from him for a season. Luke iv. 13. 2. The state of being tempted, or enticed to evil. Lead us not into temptation. Luke xi. 4. 3. That which tempts; an inducement; an allurement, especially to something evil. Dare to be great, without a guilty crown; View it, and lay the bright temptation down. Dryden.
temptationless |Having no temptation or motive; as, a temptationless sin. [R.] Hammond.
temptatious |Tempting. [Prov. Eng.]
tempter |One who tempts or entices; especially, Satan, or the Devil, regarded as the great enticer to evil. \"Those who are bent to do wickedly will never want tempters to urge them on.\" Tillotson. So glozed the Tempter, and his proem tuned. Milton.
tempting |Adapted to entice or allure; attractive; alluring; seductive; enticing; as, tempting pleasures. -- Tempt\"ing*ly, adv. -- Tempt\"ing*ness, n.
temptress |A woman who entices. She was my temptress, the foul provoker. Sir W. Scott.
